4.463653790269304089e-01,1.885006736108137071e+00,1.424477866767403844e+00
1.235611356840670805e+00,1.235086052494874354e+00,8.131013761520626826e-01
1.461903634150403697e+00,7.190047062710707149e-01,3.533340917155949334e-01
6.738020076566164640e-01,1.276832552860623249e+00,7.701985477882411502e-02
9.223580882090742783e-02,7.366039021370047735e-01,1.892719871203415671e+00
1.790481136872200452e+00,1.674512936774521066e+00,2.084954886922147921e-01
1.907786007116422100e+00,2.785000369077206273e-01,9.459257075758240596e-01
6.014165465791716514e-01,7.096831705278889846e-01,2.973603908846511601e-02
1.003306310566525195e-01,6.651366450943523301e-01,1.668281608627356860e+00
4.135011108179384998e-01,2.418738415534127384e-02,3.046160249782601248e-01
2.686804009650090030e-02,5.155377687336157866e-01,9.267076761869310619e-01
3.378019984051159330e-01,3.653566921859296990e-01,1.710995616649812368e+00
2.215959380884087171e-01,2.872061823783538248e-01,1.697098293669954128e-01
1.577855819032594642e+00,1.730107275496282293e+00,1.502977172165697928e+00
1.368481624595605517e-01,1.101371155423446879e+00,1.013000088903957208e+00
1.032115323605573343e+00,8.683516112854030577e-01,3.908850608252951719e-01
1.312197788868844306e+00,1.227017649610173455e+00,6.607494340712771752e-02
1.339265061304915738e+00,6.311940542676182098e-01,1.910787839907948760e+00
1.750709018816813067e+00,8.290555169264428592e-01,9.517973420474687973e-01
4.602288972476511475e-01,8.814077079075399723e-02,1.757985096857993979e+00
1.715953803320407145e+00,1.312301614810047479e-01,2.435519525283318387e-01
1.237660397505932597e+00,8.363051839075894556e-01,7.739248824834961127e-01
1.964412969212040228e+00,1.985163554903306204e+00,1.907422390421078306e+00
1.619776538366157981e+00,1.276227220339268165e+00,1.398780178285883968e+00
1.043950248099225098e+00,1.247109715096912375e-01,2.535974076457532256e-01
1.659222138982232586e-01,5.766610909053204725e-01,6.217773823404455502e-01
4.108373615095650688e-01,1.616700767178962383e+00,1.861374783596716487e-01
2.450122820667812729e-01,4.852990549959201871e-02,8.679520005096861279e-01
1.815898903084779192e+00,1.259787262258576179e+00,1.372553407764049105e+00
6.400732950320604520e-01,9.344545202498721892e-04,7.544500706736685380e-01
2.867814485479764919e-01,1.225122601673028999e+00,3.551208908273815190e-01
1.114921895403923058e+00,5.936341664408772978e-02,7.022192938097082671e-01
7.591005873325755715e-01,2.996880051693791014e-01,1.027482099989021069e+00
6.882912016183964088e-01,8.561504346459969383e-03,4.964401692577748992e-01
1.000385891818157846e+00,5.485140790918889842e-01,1.773569998018161620e+00
6.267448394766275133e-01,1.747113289954962623e+00,1.140651103931391797e+00
6.134978143733103018e-01,5.470920501996530128e-01,1.079356827665101326e+00
3.370506158556725307e-01,1.662836709454273532e+00,1.043851007946402953e+00
5.686148609917658359e-01,1.978717838967180009e+00,1.333448028504242711e-01
6.258706841851617853e-01,1.921875827961758709e-01,1.109982450177183111e+00
5.918702522927679066e-01,1.920067875214646502e+00,1.003963270319776502e-01
1.401429104520075963e+00,1.541705586954119189e+00,1.672813357930430511e+00
1.562794328920872555e+00,8.997396908907528967e-01,1.323605913597894812e+00
1.682647934215515173e+00,1.377194101629247935e+00,6.577890438023945574e-01
2.329161742825713866e-02,1.728346595913705208e+00,1.798684383873250248e-02
1.988888941837299029e+00,8.438759710132230918e-01,5.458959441585902184e-01
1.553738978673825377e+00,1.714828061874994480e+00,1.272596334378972793e+00
6.361089852048971149e-01,7.889146530941788527e-01,1.483250729872694018e+00
5.412134303743396657e-01,5.718538357500988489e-01,4.074178359360229873e-01
9.015183676100746446e-02,5.841953824414052310e-01,1.211277599100923252e+00
1.786904456137781372e+00,1.489584568893254080e-02,1.194682897143879874e+00
1.362187742221853570e+00,9.947401225590459806e-01,7.003632482732471409e-01
1.399118011775106973e+00,8.238931416313615141e-01,1.930379735145086872e-01
1.877090018401643912e+00,1.457669426187149231e-01,4.637639288182959785e-01
1.809164969610434381e+00,1.174485701253798364e+00,6.439894406714652408e-01
5.963083768038290877e-01,1.457150466019236479e+00,1.581100315178893601e+00
1.930227853566651053e+00,5.792266122787919080e-01,1.325579132831391505e+00
8.718332580138337118e-01,1.818314990709390733e+00,1.098097467585467779e+00
1.891938659745262319e+00,7.558401048892147145e-01,1.816746556679891045e+00
1.430740043480847490e+00,4.159329824239248463e-01,1.574367327044973841e+00
1.568656548831012687e+00,1.379636897518556449e+00,1.611851754433458739e+00
1.359132964295417523e+00,5.620107176248361203e-01,1.425468591529209350e+00
7.874186569855685658e-01,8.533912614641976369e-01,3.558444528335180657e-01
1.596771896051734752e+00,1.727916586718841740e+00,1.251519342971274540e+00
1.272975558045438937e+00,1.337380302306552693e+00,8.279009609622658417e-01
1.549867109407061516e-01,1.158064208593738931e+00,3.357587920140920890e-01
6.462591593840989468e-01,1.180203640708657575e+00,5.453322268338682832e-01
1.499385450746804072e+00,1.489546400474785814e+00,1.407360524696743331e+00
8.817950219328791750e-01,3.392899528578285917e-02,1.434799253239676498e+00
4.592683562555297527e-01,1.692995621717626520e+00,1.556592560512511270e+00
7.762076930899057814e-01,1.661332108101183369e-01,1.114916955841522617e+00
2.954645932246298123e-01,1.186821692791083738e+00,1.344587726154443441e+00
1.107947072080021522e+00,4.862306662789752654e-01,1.899877403533903886e+00
3.648436013574256620e-01,8.496876882488788585e-01,1.156621956301596033e+00
1.223296890086861266e+00,1.479910547318674885e+00,8.354185207948023884e-01
1.319001222371342097e+00,6.177461797154593093e-02,1.129458396662957220e+00
1.581116592630965156e+00,1.803676131886827294e+00,1.911391066466879840e+00
5.724798875165437728e-01,1.907710236700062012e+00,8.896751965232319037e-02
1.269903704118882537e+00,4.692480320176499742e-01,9.623221020773622403e-01
1.363490593884042257e+00,9.077831196533534541e-01,7.432280779356159606e-01
1.404639340956019611e+00,1.338054045050933505e+00,5.477220616845981382e-01
1.357427794224761453e+00,1.440988068461839688e+00,1.254655672532415167e+00
9.583553389039731751e-01,6.784258067617308097e-01,5.133804377296891097e-01
1.173962015754374644e+00,1.054368670250953377e+00,2.500580504978289209e-01
4.713706173672764788e-01,2.219782108447458935e-01,1.281985668233188047e+00
1.055033342144673369e-01,1.398832975954924729e+00,1.830849655124791031e+00
5.542299457069983504e-01,4.427796864050410619e-01,1.598262648656091134e+00
1.815832532988892467e-01,2.131635209307320977e-01,1.253963450816643288e+00
1.244535511696067687e+00,2.689853164578774880e-01,1.768669068419455925e+00
1.071398486157009611e+00,1.440795040023923779e+00,1.983584077976959570e+00
1.527952483676266127e+00,3.252043660468486586e-01,1.578515422085245534e+00
1.870170915190258132e+00,8.336136605796531374e-01,3.778046172893751997e-01
7.493152967131384568e-01,1.275083438522527368e+00,6.686883878420446514e-01
1.839380005992116374e+00,1.224369319198947981e+00,1.905290080508408090e+00
7.785466683643251784e-01,3.700371396991097850e-01,1.644234441585820994e+00
7.132731458274419456e-01,1.484221389412305081e+00,1.061377660300070636e+00
1.428639457647000066e+00,1.112769852480595123e+00,1.284921951215880487e-01
1.054385902799246377e+00,1.597118497900301248e+00,6.601670774688706000e-01
7.221402475731553139e-01,1.691897800629519999e+00,2.839934732684450402e-01
1.503320205867145098e+00,1.953965892512415481e+00,1.422597261893533860e+00
1.051470522465826063e+00,3.199866188911859588e-02,1.395332038594931934e+00
1.910905837656874828e+00,1.003638996333495514e+00,9.737959569356489098e-01
1.254100048360978992e+00,1.157809512575110000e+00,1.643563774062613003e+00
8.158377410596129309e-01,7.691367992376283436e-01,1.150049529683456973e+00
1.994229066616121315e+00,3.793528782292576729e-02,1.383547531350877602e+00
2.071017614030794540e-01,5.312648175432392872e-01,1.935982590656858182e+00
2.595766774591790060e-01,1.483785013530440899e-01,1.447881207718739738e+00
5.775462318752291324e-01,1.267418639436760586e+00,8.786896086580302523e-01
1.338936732080525882e+00,1.162093231983459596e+00,1.333248052594404598e-02
1.199789794061559833e+00,1.162208658245921233e+00,1.123056783276656478e+00
1.769880930152478937e+00,1.273806099259809699e+00,2.015583886351099974e-01
5.527632331506240337e-01,1.812961127646645076e+00,2.067825990683518356e-01
9.759387580627965075e-01,1.366968490896152133e-01,1.551636082570152730e+00
1.140826220544714387e+00,4.060967545490976605e-01,1.761119547569312216e+00
1.058913728132272025e+00,6.807557936911790009e-03,1.152455740758723479e+00
1.940330564999307894e+00,1.802623663718732061e-01,3.545558693225114855e-01
1.836986272255312080e+00,2.979438159457050705e-01,5.942243226104704235e-02
1.621169165807275103e+00,1.383188912045188790e+00,1.984788642218164867e+00
1.499032422534841258e+00,1.060451570086786477e+00,6.497499228088794432e-01
1.312091176827220540e+00,6.189490728094100280e-01,1.820704133630908217e+00
1.511805320623014648e+00,1.430275071208426230e+00,1.402217217570400187e+00
1.845040045035205356e+00,5.862317192654442621e-01,1.897724717432115016e+00
1.690203817914071038e-03,6.209090497779683471e-01,1.645213730546408959e+00
1.747360024229446918e+00,2.048626328619391757e-01,1.374834372425427942e+00
1.984599152672220423e+00,1.086912042850451288e+00,9.684428271857903336e-01
7.140372027145471812e-01,9.049552358242689554e-01,1.541513706725270216e+00
9.920985264205739451e-01,9.388746657211912705e-01,8.464099530397741766e-01
4.626248473952856433e-01,1.676165600314865056e+00,1.462994385939270003e+00
9.883058244463822639e-01,1.567487425186606220e+00,1.715443117894213776e+00
1.220954069208676662e+00,1.998102562313639252e+00,1.618605930155011974e+00
1.166679012708873531e+00,1.763279909896550368e+00,1.793600707488055779e+00
9.209582423273927620e-01,1.461672133171251886e+00,3.645730254518173563e-01
1.819714257857574236e-01,5.332819469372673815e-02,1.600328791269896245e+00
1.791984444229516527e+00,8.713908956034503994e-01,1.930632547894617357e-01
1.364972192976731336e+00,8.533651048695052310e-01,5.327617859940121381e-01
1.169810624479969974e-01,7.508794067963322494e-01,1.156721349508111452e+00
1.832104083588581345e+00,7.731710948441961051e-02,1.280158670728159809e-01
1.411077598759981067e+00,1.040786180414702278e+00,3.157885548677663579e-02
1.577440201155558830e+00,1.897592486040081683e+00,1.289393845143854911e+00
1.567734816397639230e+00,1.629315009387731772e+00,1.021200546620383509e+00
1.843322464434081764e+00,1.529743429788355202e+00,1.231278902402862752e+00
1.793200336905305781e+00,9.383057721265541939e-01,9.753652919429418588e-01
1.247710429936713883e+00,1.850803993804648329e+00,1.186550515777220927e+00
4.288847449487602770e-01,1.154113127063888244e+00,1.385609311669730781e+00
1.019511123789250684e+00,1.178750610984008462e+00,1.993045172838288082e-01
4.701506192715105836e-01,1.195959287128831372e+00,1.945307419722687170e+00
